-360, 620, 2, 1, 0, 0, 62, 10, 0
-296, 592, 5, 2, 0, 0, 59.2, 10, 0
-362, 729, 2, 1, 0, 0, 72.9, 10, 0
-440, 579, 2, 1, 0, 0, 64.333, 9, 0
-624, 501, 1, 2, 0, 0, 62.625, 8, 0
-544, 411, 3, 0, 0, 0, 51.375, 8, 0
226, 722, 4, 0, 1, 0, 80.222, 9, 1
-150, 680, 6, 1, 0, 0, 68, 10, 0
-90, 732, 3, 0, 2, 0, 66.545, 11, 0
-10, 807, 2, 0, 1, 0, 80.7, 10, 0
142, 796, 2, 0, 2, 0, 79.6, 10, 1
228, 795, 3, 0, 1, 0, 79.5, 10, 1
-298, 490, 1, 3, 0, 0, 54.444, 9, 0
-390, 620, 1, 0, 0, 0, 62, 10, 0
530, 590, 2, 0, 3, 1, 84.286, 7, 1
286, 866, 2, 1, 1, 0, 86.6, 10, 1
416, 685, 3, 1, 1, 0, 85.625, 8, 1
62, 806, 5, 2, 2, 0, 73.273, 11, 1
-244, 597, 3, 0, 1, 0, 66.333, 9, 0
-136, 849, 4, 2, 0, 0, 70.75, 12, 0
-116, 817, 1, 1, 1, 0, 74.273, 11, 0
-212, 699, 2, 1, 1, 0, 69.9, 10, 0
24, 739, 4, 2, 2, 0, 67.182, 11, 1
-184, 693, 2, 1, 0, 0, 69.3, 10, 0
404, 906, 2, 1, 3, 0, 82.364, 11, 1
-676, 288, 1, 2, 0, 0, 48, 6, 0
-332, 481, 2, 3, 2, 0, 53.444, 9, 0
20, 840, 4, 2, 2, 0, 70, 12, 1
-220, 630, 2, 2, 1, 0, 63, 10, 0
362, 800, 1, 1, 2, 0, 88.889, 9, 1
258, 838, 3, 1, 1, 0, 83.8, 10, 1
378, 816, 1, 0, 1, 0, 90.667, 9, 1
-538, 491, 2, 1, 1, 0, 61.375, 8, 0
-144, 609, 1, 0, 1, 0, 67.667, 9, 0
820, 814, 4, 0, 2, 0, 101.75, 8, 1
448, 728, 3, 0, 3, 0, 80.889, 9, 1
294, 756, 3, 1, 2, 0, 75.6, 10, 1
764, 755, 2, 0, 2, 0, 107.857, 7, 1
-284, 616, 4, 2, 1, 0, 61.6, 10, 0
438, 716, 3, 0, 3, 0, 79.556, 9, 1
-518, 609, 2, 2, 1, 0, 60.9, 10, 0
94, 643, 2, 1, 1, 0, 71.444, 9, 1
-312, 579, 4, 2, 0, 0, 57.9, 10, 0
-436, 451, 2, 3, 1, 0, 50.111, 9, 0
-304, 545, 3, 2, 1, 0, 60.556, 9, 0
-170, 766, 3, 1, 1, 0, 69.636, 11, 0
426, 804, 2, 0, 2, 0, 89.333, 9, 1
-434, 607, 3, 2, 0, 1, 67.444, 9, 0
-462, 417, 3, 2, 0, 0, 52.125, 8, 0
306, 746, 3, 0, 1, 0, 93.25, 8, 1
-788, 484, 1, 1, 0, 0, 60.5, 8, 0
236, 786, 3, 1, 2, 0, 78.6, 10, 1
-552, 557, 1, 3, 0, 1, 69.625, 8, 0
-260, 465, 3, 2, 1, 0, 51.667, 9, 0
26, 749, 4, 0, 1, 0, 68.091, 11, 1
-462, 604, 2, 3, 0, 0, 60.4, 10, 0
-2, 801, 2, 2, 1, 0, 72.818, 11, 0
-284, 589, 3, 2, 1, 0, 58.9, 10, 0
-120, 793, 2, 1, 1, 0, 72.091, 11, 0
298, 844, 2, 0, 1, 0, 93.778, 9, 1
-744, 250, 1, 1, 0, 0, 35.714, 7, 0
-436, 531, 3, 1, 0, 0, 59, 9, 0
-560, 412, 1, 2, 1, 0, 45.778, 9, 0
108, 677, 4, 1, 2, 0, 67.7, 10, 1
112, 654, 4, 0, 2, 0, 65.4, 10, 1
462, 853, 3, 0, 1, 0, 94.778, 9, 1
598, 451, 3, 0, 2, 0, 75.167, 6, 1
270, 709, 4, 0, 1, 0, 78.778, 9, 1
-712, 357, 1, 2, 0, 0, 44.625, 8, 0
-130, 574, 6, 1, 0, 0, 63.778, 9, 0
-290, 634, 2, 2, 1, 0, 63.4, 10, 0
-224, 646, 5, 1, 1, 0, 64.6, 10, 0
-92, 932, 1, 1, 1, 0, 84.727, 11, 0
-398, 590, 2, 1, 0, 0, 65.556, 9, 0
-506, 424, 3, 2, 0, 0, 60.571, 7, 0
48, 858, 3, 2, 1, 0, 78, 11, 1
-172, 640, 3, 4, 1, 0, 71.111, 9, 0
-438, 524, 1, 2, 1, 0, 58.222, 9, 0
-626, 319, 1, 3, 0, 0, 45.571, 7, 0
240, 775, 3, 0, 2, 0, 77.5, 10, 1
-174, 783, 2, 2, 0, 0, 78.3, 10, 0
102, 696, 5, 1, 1, 0, 69.6, 10, 1
372, 642, 2, 0, 3, 0, 71.333, 9, 1
-676, 329, 0, 2, 0, 0, 47, 7, 0
244, 623, 6, 1, 1, 0, 69.222, 9, 1
254, 681, 2, 0, 2, 0, 75.667, 9, 1
236, 546, 3, 0, 3, 0, 60.667, 9, 1
4, 797, 4, 2, 2, 0, 72.455, 11, 1
